ID,Registro,Fecha Cot,Vigencia,N° Cot,Producto,Monto Asegurado,Forma de Pago,Cuotas,Descuento Adicional,Promoción,PDF,Aceptada?,Plan Aceptado,Recomendada?,Deducible Recomendado,Comentarios
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
,,,,,,,,,,,,FALSE,,FALSE,,
