ID,Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,PDF
IDPOL00838,CAD120210097,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,"CLÁUSULA ADICIONAL DE EQUIPOS ELECTRÓNICOS MÓVILES, QUE OPERAN FUERA DE LOS PREDIOS DEL ASEGURADO PARA LA COBERTURA DE EQUIPOS ELECTRÓNICOS",POL120210076,- Multirriesgo,
IDPOL00839,CAD120210096,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,"CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES A CONSECUENCIA DIRECTA DE HUELGA, SAQUEO O DESORDEN POPULAR PARA LA COBERTURA DE INCENDIO",POL120210076,- Incendio,
IDPOL00840,CAD120210095,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES A LOS BIENES INMUEBLES CAUSADOS POR ROBO CON FUERZA Y ROBO CON VIOLENCIA O INTIMIDACIÓN EN LAS PERSONAS PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00841,CAD120210094,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,"CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR VIENTO, INUNDACIÓN Y DESBORDAMIENTO DE CAUCES PARA LA COBERTURA DE INCENDIO",POL120210076,- Incendio,
IDPOL00842,CAD120210093,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INHABITABILIDAD DE INMUEBLES PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00843,CAD120210092,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES POR EXPLOSIÓN PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00844,CAD120210091,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,"CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR MAREMOTO, TSUNAMI Y MAREJADA PARA LA COBERTURA DE INCENDIO",POL120210076,- Incendio,
IDPOL00845,CAD120210090,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR ERUPCIÓN VOLCÁNICA PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00846,CAD120210089,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS DE COMBUSTIÓN ESPONTÁNEA PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00847,CAD120210088,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR COLISIÓN DE VEHÍCULOS PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00848,CAD120210087,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR COLISIÓN DE OBJETOS FLOTANTES PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00849,CAD120210086,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,"CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES DE AVALANCHAS, ALUVIONES Y DESLIZAMIENTOS PARA LA COBERTURA DE INCENDIO",POL120210076,- Incendio,
IDPOL00850,CAD120210085,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES A CONSECUENCIA DIRECTA DE ACTOS TERRORISTAS PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00851,CAD120210084,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE DAÑOS MATERIALES CAUSADOS POR DESCOMPOSICIÓN DE PRODUCTOS DEPOSITADOS EN FRIGORÍFICOS PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00852,CAD120210083,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA ADICIONAL DE PÉRDIDA DE INGRESOS POR ARRIENDO PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00853,CAD120210082,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR CONSTRUCCIÓN O DEMOLICIÓN DE EDIFICIOS COLINDANTES PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00854,CAD120210081,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES POR SISMO PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00855,CAD120210080,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR CAÍDA Y COLISIÓN DE AERONAVES PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00856,CAD120210079,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR PESO DE NIEVE O HIELO PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00857,CAD120210078,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA ADICIONAL DE DAÑOS FÍSICOS CAUSADOS POR ROTURA DE CAÑERÍAS O POR DESBORDAMIENTO DE ESTANQUES MATRICES PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00858,CAD120210077,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,CLÁUSULA DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR COLAPSO DE EDIFICIO PARA LA COBERTURA DE INCENDIO,POL120210076,- Incendio,
IDPOL00859,POL120210076,24/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRRIESGOS,"CAD120210077
 CAD120210078
 CAD120210079
 CAD120210080
 CAD120210081
 CAD120210082
 CAD120210083
 CAD120210084
 CAD120210085
 CAD120210086
 CAD120210087
 CAD120210088
 CAD120210089
 CAD120210090
 CAD120210091
 CAD120210092
 CAD120210093
 CAD120210094
 CAD120210095
 CAD120210096
 CAD120210097
 CAD120210098
 CAD120210099
 CAD120210100
 CAD120210101
 CAD120210102
 CAD120210103
 CAD120210104
 CAD120210105
 CAD120210106
 CAD120210107
 CAD120210108
 CAD120210109
 CAD120210110
 CAD120210111
 CAD120210112
 CAD120210113
 CAD120210130",- Multirriesgo,
IDPOL00860,POL120210075,23/6/2021,LIBERTY COMPAÑIA DE SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRRIESGOS,,- Multirriesgo,
IDPOL00861,POL120210068,16/6/2021,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,PÓLIZA DE SEGURO DE ROBO CON FUERZA EN LAS COSAS,,- Robo,
IDPOL00862,CAD120210066,9/6/2021,UNNIO SEGUROS GENERALES S.A.,CLAUSULA ADICIONAL DE JURISDICCIÓN EE. UU. / CANADÁ,"POL120210064
 POL120210065",- Responsabilidad Civil,
IDPOL00863,POL120210065,9/6/2021,UNNIO SEGUROS GENERALES S.A.,"SEGURO DE RESPONSABILIDAD CIVIL TV, CINE, TEATRO",CAD120210066,- Responsabilidad Civil,
IDPOL00864,POL120210064,9/6/2021,UNNIO SEGUROS GENERALES S.A.,"SEGURO DE RESPONSABILIDAD CIVIL TV, CINE, TEATRO (INDIVIDUAL)",CAD120210066,- Responsabilidad Civil,
IDPOL00865,POL320210063,4/6/2021,ASOCIACION DE ASEGURADORES DE CHILE A.G.,SEGURO INDIVIDUAL OBLIGATORIO DE SALUD ASOCIADO A COVID 19,,- Salud,
IDPOL00866,POL220210062,2/6/2021,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"PÓLIZA DE SEGURO COLECTIVO DE ASISTENCIA QUE CUBRE GASTOS
 GENERADOS POR EL DECESO DEL ASEGURADO",CAD320190160,- Vida,
IDPOL00867,POL420210061,2/6/2021,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,SEGURO DE CRÉDITO PARA OPERACIONES DE LEASING INMOBILIARIO,,- Créditos,
IDPOL00868,POL220210060,2/6/2021,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO COLECTIVO DE ASISTENCIA QUE CUBRE GASTOS GENERADOS POR EL DECESO DEL ASEGURADO,CAD320160238,- Vida,
IDPOL00869,POL220210059,1/6/2021,BICE VIDA COMPAÑIA DE SEGUROS S.A.,"PÓLIZA DE SEGURO COLECTIVO DE ASISTENCIA QUE CUBRE GASTOS GENERADOS POR EL DECESO DEL ASEGURADO, COMERCIALIZADA TELEFÓNICAMENTE",CAD320190160,- Vida,
IDPOL00870,POL320210058,28/5/2021,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE RENTA DIARIA POR HOSPITALIZACIÓN,,- Salud,
IDPOL00871,CAD220210057,28/5/2021,METLIFE CHILE SEGUROS DE VIDA S.A.,CLÁUSULA ADICIONAL POR GASTOS FUNERARIOS,"POL320130146
 POL320230401
 POL320250002",- Vida,
IDPOL00872,POL120210056,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE ROBO CON FUERZA EN LAS COSAS,"CAD120130249
 CAD120130824",- Robo,
IDPOL00873,POL120210055,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE REMESA DE VALORES,CAD120130358,- Seguro de Títulos,
IDPOL00874,POL120210054,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE PERJUICIO POR PARALIZACION,CAD120130334,- Varios Seg. Generales,
IDPOL00875,POL120210053,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO MULTIRIESGO PARA PEQUEÑAS Y MEDIANAS EMPRESAS,,- Multirriesgo,
IDPOL00876,POL120210052,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE EQUIPOS ELECTRONICOS,"CAD120130228
 CAD120130229
 CAD120130230
 CAD120130231
 CAD120130232
 CAD120130233
 CAD120130234
 CAD120130236
 CAD120130237",- Varios Seg. Generales,
IDPOL00877,POL120210051,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE CRISTALES,,- Varios Seg. Generales,
IDPOL00878,POL120210050,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO AVERIA DE MAQUINARIA,,- Varios Seg. Generales,
IDPOL00879,POL120210049,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE ASISTENCIA DOMICILIARIA,,- Asistencia Generales,
IDPOL00880,POL120210048,19/5/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,POLIZA DE SEGURO DE INCENDIO,"CAD120130297
 CAD120130298
 CAD120130299
 CAD120130300
 CAD120130301
 CAD120130302
 CAD120130306
 CAD120130307
 CAD120130308
 CAD120130309
 CAD120130310
 CAD120130315
 CAD120130316
 CAD120130317
 CAD120130318
 CAD120130319
 CAD120130320
 CAD120130321
 CAD120130322
 CAD120130323
 CAD120130324
 CAD120130325
 CAD120130326
 CAD120130327
 CAD120130330
 CAD120130333
 CAD120130434
 CAD120130718
 CAD120130723
 CAD120130727
 CAD120130732
 CAD120130778
 CAD120130780
 CAD120130799
 CAD120130806
 CAD120130814
 CAD120130818
 CAD120130819
 CAD120130822
 CAD120130823
 CAD120130825
 CAD120130827
 CAD120130833
 CAD120130834
 CAD120130836
 CAD120140097
 CAD120140478
 CAD120140483",- Incendio,
IDPOL00881,CAD320210047,14/5/2021,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,CLÁUSULA ADICIONAL DE PRESTACIONES MÉDICAS,"POL220140209
 POL220160215
 POL220220105",- Salud,
IDPOL00882,POL320210046,14/5/2021,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS,,- Salud,
IDPOL00883,CAD120210045,13/5/2021,SEGUROS GENERALES SURAMERICANA S.A.,"CLAUSULA ADICIONAL DE DAÑOS AL VEHÍCULO DURANTE VIAJE AL EXTRANJERO
 ADICIONAL A PÓLIZA INDIVIDUAL PARA CICLOS",POL120200226,- Vehiculos Motorizados,
IDPOL00884,POL320210044,3/5/2021,SEGUROS DE VIDA SURAMERICANA S.A.,POLIZA INDIVIDUAL DE MUERTE ACCIDENTAL Y REMBOLSO DE GASTOS MEDICOS DE URGENCIA POR ACCIDENTE Y/O ENFERMEDAD,,- Salud,
IDPOL00885,POL320210043,30/4/2021,SEGUROS DE VIDA SURAMERICANA S.A.,POLIZA INDIVIDUAL DE PRESTACIONES MÉDICAS DE SALUD,,- Salud,
IDPOL00886,POL120210042,26/4/2021,CHUBB SEGUROS CHILE S.A.,PÓLIZA DE RIESGOS PATRIMONIALES PARA ENTIDADES NO FINANCIERAS,,- Robo,
IDPOL00887,POL320210041,26/4/2021,BICE VIDA COMPAÑIA DE SEGUROS S.A.,PÓLIZA DE SEGURO DE ACCIDENTES PERSONALES,,- Accidentes Personales,
IDPOL00888,POL320210040,19/4/2021,CF SEGUROS DE VIDA S.A.,SEGURO DE ENFERMEDADES GRAVES,,- Salud,
IDPOL00889,CAD120210039,13/4/2021,SEGUROS GENERALES SURAMERICANA S.A.,"CLAUSULA ADICIONAL DE ROBO DE ACCESORIOS
 ADICIONAL A PÓLIZA INDIVIDUAL PARA CICLOS",POL120200226,- Vehiculos Motorizados,
IDPOL00890,CAD120210038,13/4/2021,SEGUROS GENERALES SURAMERICANA S.A.,"CLAUSULA ADICIONAL DE ROBO DE ACCESORIOS
 ADICIONAL A PÓLIZA INDIVIDUAL PARA CICLOS",POL120200226,- Vehiculos Motorizados,
IDPOL00891,POL320210037,8/4/2021,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,SEGURO DE ACCIDENTES PERSONALES Y REEMBOLSO DE GASTOS MÉDICOS EN VIAJE,,- Accidentes Personales,
IDPOL00892,POL120210036,8/4/2021,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,SEGURO DE ROBO DE CONTENIDOS PARA VEHICULOS MOTORIZADOS,,- Robo,
IDPOL00893,POL220210035,5/4/2021,CF SEGUROS DE VIDA S.A.,DESGRAVAMEN,,- Desgravamen,
IDPOL00894,POL320210034,12/3/2021,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO PARA ENFERMEDADES GRAVES,,- Salud,
IDPOL00895,POL320210033,12/3/2021,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO DE INDEMNIZACIÓN ONCOLÓGICA,,- Salud,
IDPOL00896,POL320210032,7/3/2021,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,- Salud,
IDPOL00897,POL320210024,23/2/2021,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COMPLEMENTARIO DE SALUD,,- Salud,
IDPOL00898,POL120210020,11/2/2021,SEGUROS GENERALES SURAMERICANA S.A.,PÓLIZA DE SEGUROS PARA MOTOCICLETAS,"CAD120200177
 CAD120200178
 CAD120200179
 CAD120200180",- Vehiculos Motorizados,
IDPOL00899,POL120210018,1/2/2021,SEGUROS GENERALES SURAMERICANA S.A.,"SEGURO COLECTIVO PROTECCIÓN PARA CLIENTES DE INSTITUCIONES BANCARIAS, FINANCIERAS Y/O COMERCIALES",,- Robo,
IDPOL00900,CAD220210017,28/1/2021,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,CLAUSULA ADICIONAL DE MUERTE ACCIDENTAL,POL220210016,- Vida,
IDPOL00901,POL220210016,28/1/2021,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,SEGURO DE VIDA INDIVIDUAL CON CUENTA ÚNICA DE INVERSIÓN,CAD220210017,- Vida,
IDPOL00902,POL120210014,28/1/2021,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,PÓLIZA DE SEGURO DE ROBO CON FUERZA EN LAS COSAS,,- Robo,
IDPOL00903,POL120210013,23/1/2021,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,POLIZA DE SEGURO POR DESEMPLEO O INCAPACIDAD TEMPORAL,,- Otro tema,
IDPOL00904,POL320210012,23/1/2021,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,POLIZA DE SEGURO DE HOSPITALIZACIÓN,,- Salud,
IDPOL00905,CAD320210011,23/1/2021,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,CLAUSULA DE PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE DOS TERCIOS ADICIONAL A PÓLIZA COLECTIVA DE DESGRAVAMEN POR FALLECIMIENTO,POL220210010,- Accidentes Personales,
IDPOL00906,POL220210010,23/1/2021,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,SEGURO COLECTIVO DE DESGRAVAMEN POR FALLECIMIENTO,CAD320210011,- Desgravamen,
IDPOL00907,POL320210009,22/1/2021,SEGUROS VIDA SECURITY PREVISION S.A.,PÓLIZA DE SEGURO ONCOLÓGICO,,- Salud,
IDPOL00908,POL320210007,20/1/2021,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,PÓLIZA DE SEGURO DE RENTA HOSPITALARIA,,- Accidentes Personales,
IDPOL00909,CAD320210005,18/1/2021,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA GASTOS MÉDICOS POR ENFERMEDAD,POL320210004,- Salud,
IDPOL00910,POL320210004,18/1/2021,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA DE ACCIDENTES PERSONALES,CAD320210005,- Accidentes Personales,
IDPOL00911,CAD320210003,14/1/2021,SEGUROS VIDA SECURITY PREVISION S.A.,CLÁUSULA ADICIONAL DE PRESTACIONES MÉDICAS,"POL220131805
 POL220170153",- Salud,
IDPOL00912,POL320210002,14/1/2021,SEGUROS VIDA SECURITY PREVISION S.A.,PÓLIZA DE PRESTACIONES MÉDICAS,,- Salud,
IDPOL00913,POL120210001,6/1/2021,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO POR DESEMPLEO O INCAPACIDAD TEMPORAL,,- Varios Seg. Generales,
IDPOL00914,POL320200254,30/12/2020,CHUBB SEGUROS CHILE S.A.,SEGURO DE ACCIDENTES PERSONALES,,- Accidentes Personales,
IDPOL00915,POL320200253,30/12/2020,CHUBB SEGUROS CHILE S.A.,SEGURO DE ACCIDENTES PERSONALES,,- Accidentes Personales,
IDPOL00916,CAD120200242,22/12/2020,BCI SEGUROS GENERALES S.A.,"CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES A CONSECUENCIA DIRECTA DE HUELGA, SAQUEO, ACTOS MALICIOSOS, DESORDEN POPULAR, MANISFESTACIONES O PROTESTAS MASIVAS, SIEMPRE QUE NO SE CONFIGUREN COMO DELITOS CONTRA LA SEGURIDAD INTERIOR DEL ESTADO","POL120130161
 POL120130185
 POL120131181
 POL120220048",- Incendio,
IDPOL00917,POL120200240,11/12/2020,CHUBB SEGUROS CHILE S.A.,SEGURO DE PERDIDA TOTAL PARA BICICLETAS Y SCOOTERS,,"- Otro tema
 - Robo",
IDPOL00918,POL120200239,11/12/2020,CHUBB SEGUROS CHILE S.A.,SEGURO DE PERDIDA TOTAL PARA BICICLETAS Y SCOOTERS,,"- Otro tema
 - Robo",
IDPOL00919,CAD120200237,10/12/2020,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE ASISTENCIA PYME LOGÍSTICA,POL120130705,- Otro tema,
IDPOL00920,CAD320200236,4/12/2020,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE EXTENSION DE BENEFICIO DIARIO POR HOSPITALIZACIÓN PARA CICLOS,POL320131851,- Otro tema,
IDPOL00921,POL120200235,2/12/2020,FID CHILE SEGUROS GENERALES S.A.,PÓLIZA SEGURO MULTIRRIESGO PARA TELETRABAJO,,- Multirriesgo,
IDPOL00922,POL120200234,1/12/2020,STARR INTERNATIONAL SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,- Responsabilidad Civil,
IDPOL00923,POL120200233,1/12/2020,STARR INTERNATIONAL SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,- Responsabilidad Civil,
IDPOL00924,POL120200232,1/12/2020,STARR INTERNATIONAL SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL DE DIRECTORES Y EJECUTIVOS,,- Responsabilidad Civil,
IDPOL00925,CAD320200231,27/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA DE INDEMNIZACIÓN DE GASTOS FUNERARIOS Y REPATRIACION,POL320200228,- Otro tema,
IDPOL00926,CAD320200230,27/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA DE HOSPITALIZACIÓN POR ACCIDENTE,POL320200228,- Otro tema,
IDPOL00927,CAD320200229,27/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA DE INVALIDEZ TOTAL Y PERMANENTE DOS TERCIOS POR ACCIDENTE,POL320200228,- Accidentes Personales,
IDPOL00928,POL320200228,27/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE SEGURO DE ACCIDENTES PERSONALES,"CAD320200229
 CAD320200230
 CAD320200231",- Accidentes Personales,
IDPOL00929,CAD120200227,25/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,CLAUSULA ADICIONAL DE EXTENSION DE RESPONSABILIDAD CIVIL PARA CICLOS,POL120200226,- Otro tema,
IDPOL00930,POL120200226,25/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE INTEGRAL PARA CICLOS,"CAD120200227
 CAD120210038
 CAD120210039
 CAD120210045",- Vehiculos Motorizados,
IDPOL00931,CAD120200225,19/11/2020,BCI SEGUROS GENERALES S.A.,CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR PESO DE NIEVE O HIELO,POL120170129,- Incendio,
IDPOL00932,CAD120200224,19/11/2020,BCI SEGUROS GENERALES S.A.,CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR PESO DE NIEVE O HIELO,POL120170129,- Incendio,
IDPOL00933,CAD120200223,19/11/2020,BCI SEGUROS GENERALES S.A.,CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR PESO DE NIEVE O HIELO,POL120170129,- Incendio,
IDPOL00934,POL120200222,18/11/2020,SOUTHBRIDGE COMPAÑIA DE SEGUROS GENERALES S.A.,SEGURO DE RESPONSABILIDAD CIVIL PROVENIENTE DE DAÑOS Y PERJUICIOS CAUSADOS POR MASCOTAS,,"- Otro tema
 - Responsabilidad Civil",
IDPOL00935,POL320200221,16/11/2020,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE RENTA DIARIA POR HOSPITALIZACIÓN PARA OFERTA POR MEDIO DE SISTEMAS DE TELEFONIA U OTROS ANALOGOS,,- Salud,
IDPOL00936,POL320200220,16/11/2020,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,- Salud,
IDPOL00937,POL120200219,13/11/2020,SEGUROS GENERALES SURAMERICANA S.A.,PÓLIZA DE SEGUROS PARA VEHÍCULOS MOTORIZADOS,"CAD120160140
 CAD120160142
 CAD120160143
 CAD120160144
 CAD120160145
 CAD120160146
 CAD120160147
 CAD120160148
 CAD120160149
 CAD120160150
 CAD120160151
 CAD120160152
 CAD120160153",- Vehiculos Motorizados,
IDPOL00938,POL320200218,13/11/2020,SEGUROS VIDA SECURITY PREVISION S.A.,PÓLIZA DE PRESTACIONES MÉDICAS,,- Salud,
IDPOL00939,POL120200216,11/11/2020,MAPFRE COMPAÑIA DE SEGUROS GENERALES DE CHILE S.A.,PÓLIZA DE SEGURO DE PROTECCIÓN POR FRAUDE Y ROBO,,"- Otro tema
 - Robo",
IDPOL00940,POL320200214,6/11/2020,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00941,POL320200213,6/11/2020,BUPA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO COLECTIVO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00942,POL120200209,29/10/2020,ASOCIACION DE ASEGURADORES DE CHILE A.G.,Seguro de Responsabilidad Civil,"CAD120131759
 CAD120131760
 CAD120131761
 CAD120131762
 CAD120131763
 CAD120131764
 CAD120131765
 CAD120131766
 CAD120131767
 CAD120131768
 CAD120131769
 CAD120131770
 CAD120131772
 CAD120131773
 CAD120131774
 CAD120131775
 CAD120131776
 CAD120131777
 CAD120131778
 CAD120131779
 CAD120131780
 CAD120131781
 CAD120131782
 CAD120131783
 CAD120131796
 CAD120131797
 CAD120131798
 CAD120131799
 CAD120131800
 CAD120131801
 CAD120131802
 CAD120131803
 CAD120131899
 CAD120150788
 CAD120150789
 CAD120150790
 CAD120160012
 CAD120160024
 CAD120190149",- Responsabilidad Civil,
IDPOL00943,POL320200208,23/10/2020,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,PÓLIZA DE SEGURO DE RENTA HOSPITALARIA,,- Accidentes Personales,
IDPOL00944,CAD120200207,21/10/2020,CHUBB SEGUROS CHILE S.A.,Cláusula adicional para cobertura de Engaño,POL120200075,- Otro tema,
IDPOL00945,POL320200206,16/10/2020,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,PÓLIZA DE SEGURO DE RENTA HOSPITALARIA,,- Salud,
IDPOL00946,CAD320200205,16/10/2020,HDI SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL COBERTURA ODONTOLOGÍA,"POL320200201
 POL320220062",- Salud,
IDPOL00947,POL120200203,15/10/2020,ASOCIACION DE ASEGURADORES DE CHILE A.G.,SEGURO DE RESPONSABILIDAD CIVIL,,- Responsabilidad Civil,
IDPOL00948,POL320200202,15/10/2020,HDI SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,,- Salud,
IDPOL00949,POL320200201,15/10/2020,HDI SEGUROS DE VIDA S.A.,SEGURO COLECTIVO COMPLEMENTARIO DE SALUD,CAD320200205,- Salud,
IDPOL00950,POL120200200,15/10/2020,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,PÓLIZA INDIVIDUAL DE SEGURO DE PROTECCIÓN EMPRESA,,- Otro tema,
