ID,Activo?,Documento,N° Plan Pago,Fecha Documento,N° Cuotas,Afecta UF,Exenta UF,Afecta CLP,Exenta CLP,Afecta USD,Exenta USD,Valor Cuota,N° Cuota Distinta,Valor Cutoa Distinta,Vcto Cuota 0,Vcto Cuota 1,PDF,Firmado?,Enviado?,Recibo Envío,Comentarios,Cargado Cuota?
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE
