ID,Producto,% Comisión Afecta,% Comisión Exenta,Ejecutivo,Estado Seguro,Fecha Emisión,I Vigencia,F Vigencia,N° Póliza,Cliente,Contratante,Pagador,Moneda,Forma de Pago,N° Cuotas,Mandato,Otros Archivos,Comisión?,Renovar?,Pago Activo?,Recotizar?,Fecha Cancelación,Comentarios,Verificador Traspaso
Pol0397,Pro0072,14.00%,0.00%,Eje0001,Ok,13/8/2025,13/8/2025,13/8/2026,1550589,Cli0111,rut0161,rut0161,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
Pol0398,Pro0019,15.00%,0.00%,Eje0010,Ok,17/8/2025,17/8/2025,17/8/2026,54727,Cli0046,rut0065,rut0065,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
Pol0399,Pro0077,15.00%,0.00%,Eje0001,Cancelado,18/8/2025,18/8/2025,18/8/2026,OP204792,Cli0096,rut0124,rut0124,UF,PAT,12,,,TRUE,FALSE,TRUE,,4/12/2025,Se cambió a la pol 7074869 por precio,
Pol0400,Pro0041,10.00%,10.00%,Eje0001,Ok,20/8/2025,9/9/2025,9/9/2026,QP1186519,Cli0018,rut0023,rut0023,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
Pol0401,d6367469,13.00%,0.00%,Eje0010,Ok,11/9/2025,11/9/2025,11/9/2026,61968951,Cli0127,rut0193,rut0193,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
Pol0402,Pro0009,14.00%,0.00%,Eje0001,Cancelado,19/9/2025,19/9/2025,19/9/2026,QP1186423,Cli0074,rut0108,rut0108,UF,PAT,11,,,TRUE,FALSE,FALSE,,28/10/2025,Cancelado por venta de materia,
8cadec11,Pro0032,17.00%,0.00%,Eje0001,Ok,13/10/2025,13/10/2025,13/10/2026,QP1194378,Cli0001,ca0fc53c,ca0fc53c,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
c83a0e03,Pro0048,,,Eje0002,Anulado,2/10/2025,25/10/2025,25/10/2026,300527206,Cli0040,rut0057,rut0057,UF,Directa,10,,,FALSE,FALSE,FALSE,,,Se ingresó a la Póliza 380597 en Zurich,
83829038,Pro0104,10.00%,10.00%,Eje0010,Anulado,26/11/2025,26/11/2025,26/11/2026,20627638,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,FALSE,FALSE,,,Cambio de Cía,
803dc2d1,5c3562b5,15.00%,0.00%,Eje0010,Ok,28/10/2025,26/11/2025,26/11/2026,99249,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
e27da4a6,Pro0038,23.00%,23.00%,Eje0011,Ok,22/10/2025,4/11/2025,4/11/2026,18000121-10,Cli0052,rut0074,rut0074,UF,Directa,5,,,TRUE,TRUE,FALSE,,,,
2bf2b944,Pro0038,23.00%,23.00%,Eje0011,Ok,22/10/2025,4/11/2025,4/11/2026,18000122-10,Cli0052,rut0074,rut0074,UF,Directa,3,,,TRUE,TRUE,FALSE,,,,
f0556099,Pro0038,23.00%,23.00%,Eje0011,Ok,22/10/2025,4/11/2025,4/11/2026,18000123-10,Cli0052,rut0074,rut0074,UF,Directa,5,,,TRUE,TRUE,FALSE,,,,
09d37c47,Pro0029,10.00%,0.00%,Eje0001,Cancelado,21/10/2025,14/11/2025,14/11/2026,QP1195820,Cli0032,rut0041,rut0041,UF,Directa,10,,,TRUE,FALSE,FALSE,,12/2/2026,Caida por no Pago. Se cotizo pol nueva,
c0c8928a,Pro0032,15.00%,0.00%,Eje0001,Anulado,22/10/2025,15/11/2025,15/11/2026,QP1195676,Cli0046,rut0066,rut0066,UF,Directa,12,,,TRUE,FALSE,FALSE,,,Se cambió a otro plan,
e74b0b6f,Pro0054,13.50%,0.00%,Eje0001,Ok,22/10/2025,21/11/2025,21/11/2026,QP1195799,Cli0072,rut0105,rut0105,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
40784a6d,Pro0054,13.50%,0.00%,Eje0001,Ok,22/10/2025,22/11/2025,22/11/2026,QP1195902,Cli0034,rut0044,rut0044,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
c94ee9b2,Pro0091,13.50%,0.00%,,Anulado,7/11/2025,7/11/2025,7/11/2026,7032178,Cli0040,rut0056,rut0056,UF,Directa,12,,,TRUE,FALSE,FALSE,,,Se anula por cambio de asegurado,
bee48083,c28e3129,15.00%,8.67%,Eje0010,Ok,10/11/2025,22/11/2025,22/11/2026,20628146,8a0eccf1,rut0007,rut0007,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
ca99f3df,Pro0091,13.50%,0.00%,,Ok,12/11/2025,12/11/2025,12/11/2026,7032450,Cli0040,rut0056,rut0056,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
f6d7c27d,Pro0099,15.00%,0.00%,,Ok,12/11/2025,15/11/2025,15/11/2026,QP1198745,Cli0046,rut0066,rut0066,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
60142d69,Pro0110,14.00%,0.00%,Eje0001,Cancelado,18/11/2025,24/11/2025,24/11/2026,QP1199223,Cli0103,rut0149,rut0149,UF,PAT,12,,,TRUE,FALSE,FALSE,,6/1/2026,Cancelada por no pago. se envió cotización para nuevo seguro,
4d215b97,Pro0003,22.00%,22.00%,Eje0001,Ok,25/11/2025,26/11/2025,26/11/2026,OP214827,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
177c7a90,Pro0091,13.50%,0.00%,,Ok,4/12/2025,4/12/2025,4/12/2026,7074869,Cli0096,rut0124,rut0124,UF,PAT,11,,,TRUE,TRUE,TRUE,,,,
bb95f0ea,2b4be016,9.60%,9.60%,,Ok,26/11/2025,26/11/2025,26/11/2026,QP1200350,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
c5235e0d,2b4be016,9.60%,9.60%,,Ok,26/11/2025,26/11/2025,26/11/2026,QP1200364,Cli0129,rut0196,rut0196,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
dd9931ed,21dd3e87,12.00%,0.00%,Eje0010,Ok,12/12/2025,12/12/2025,12/12/2026,14729,Cli0115,rut0169,rut0169,UF,Directa,10,,,TRUE,TRUE,FALSE,,,,
01e808b3,Pro0110,14.00%,0.00%,,Ok,2/1/2026,2/1/2026,2/1/2027,QP1206986,Cli0037,rut0050,rut0050,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
4d790378,Pro0075,16.00%,16.00%,Eje0003,Ok,14/12/2025,14/12/2025,14/12/2026,3073114,Cli0040,rut0056,rut0056,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
6687c266,Pro0040,10.00%,0.00%,Eje0001,Ok,20/11/2025,18/12/2025,18/12/2026,QP1199717,Cli0107,rut0155,rut0155,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
372dc73d,Pro0015,15.00%,0.00%,Eje0006,Cancelado,11/11/2025,26/12/2025,26/12/2026,25100136,Cli0008,rut0009,rut0009,UF,PAT,12,,,TRUE,FALSE,TRUE,,16/3/2026,Cancelar por venta de materia,
febaf480,Pro0078,15.00%,0.00%,Eje0001,Ok,10/11/2025,26/12/2025,26/12/2026,OP213700,Cli0123,rut0189,rut0189,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
f390fd52,4fdf4801,10.50%,0.00%,Eje0010,Ok,11/12/2025,11/12/2025,11/12/2026,821062,Cli0044,gsetrghrt,gsetrghrt,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
e584acf4,3baf9793,10.70%,10.70%,96689375,Ok,16/12/2025,15/12/2025,15/12/2026,100087368,Cli0008,rut0009,rut0009,UF,Directa,11,,,TRUE,FALSE,FALSE,,,,
ac67dd8d,Pro0034,17.00%,0.00%,,Ok,26/12/2025,26/12/2025,26/12/2026,7059100,49e131c3,464df1c0,464df1c0,UF,PAT,11,,,TRUE,TRUE,TRUE,,,,
34c36ce7,96b180f0,12.00%,0.00%,,Ok,22/12/2025,22/12/2025,22/12/2026,300541127,13cf8373,bf84f6ef,bf84f6ef,UF,PAT,11,,,TRUE,TRUE,TRUE,,,,
68d7e8aa,Pro0006,13.54%,0.00%,Eje0005,Cancelado,15/9/2025,29/10/2025,29/10/2026,432464,Cli0017,rut0022,rut0022,UF,PAT,11,,,TRUE,FALSE,TRUE,,29/10/2025,debe ser Anulada por venta materia,
02fa9689,Pro0034,17.00%,0.00%,,Ok,31/12/2025,31/12/2025,31/12/2026,7058067,Cli0111,rut0159,rut0159,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
378d4436,Pro0100,25.00%,25.00%,82c83736,Ok,2/1/2026,2/1/2026,2/1/2027,86158,Cli0129,rut0196,rut0196,UF,Directa,7,,,TRUE,TRUE,TRUE,,,,
ebcc3572,Pro0100,25.00%,25.00%,,Anulado,18/12/2025,2/1/2026,2/1/2027,86075,Cli0129,rut0196,,UF,,1,,,TRUE,FALSE,FALSE,,,Cabio por pol 86158 por aumento de plan en cía,
b15bee89,Pro0039,30.00%,0.00%,,Cancelado,18/12/2025,24/1/2026,24/1/2027,144062654,Cli0042,rut0059,rut0059,UF,PAT,10,,,TRUE,FALSE,TRUE,,19/3/2026,A solucitud del cliente por refinanciamiento hipotecario,
f07a045b,Pro0034,17.00%,0.00%,Eje0005,Anulado,18/12/2025,30/1/2026,30/1/2027,7068955,Cli0111,rut0159,rut0159,UF,PAT,12,,,TRUE,FALSE,TRUE,,,Reemplazada por Pol 7058500,
4eeec35b,Pro0077,15.00%,0.00%,Eje0003,Anulado,28/1/2026,31/1/2026,31/1/2027,OP218891,Cli0102,rut0146,rut0146,UF,Directa,12,,,TRUE,FALSE,TRUE,,,Reemplazada por Pol QP1210435,
6823a021,Pro0032,17.00%,0.00%,Eje0001,Anulado,18/12/2025,19/1/2026,19/1/2027,QP1203768,Cli0083,rut0120,rut0120,UF,Directa,12,,,TRUE,FALSE,FALSE,,,Reemplazada por la pol QP1208490,
73953dda,Pro0047,16.00%,0.00%,Eje0002,Ok,2/1/2026,31/1/2026,31/1/2027,300542320,Cli0081,rut0118,rut0118,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
89c30c2c,Pro0047,11.00%,0.00%,Eje0002,Ok,2/1/2026,31/1/2026,31/1/2027,300543606,Cli0045,rut0061,rut0061,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
24bebbb1,Pro0032,15.00%,0.00%,Eje0001,Anulado,18/12/2025,31/1/2026,31/1/2027,QP1203812,Cli0003,rut0003,rut0003,UF,Directa,12,,,TRUE,FALSE,TRUE,,,Reemplazada por póliza QP1209126,
fd5d2dbd,Pro0032,17.00%,0.00%,Eje0001,Anulado,18/12/2026,31/1/2026,31/1/2027,QP1204063,Cli0093,rut0128,rut0128,UF,Directa,12,,,TRUE,FALSE,FALSE,,,Reemplazada por pol QP1208728,
dd06fc9b,Pro0034,17.00%,0.00%,Eje0005,Cancelado,18/12/2025,31/1/2026,31/1/2027,7068863,Cli0012,rut0013,rut0013,UF,PAC,12,,,TRUE,FALSE,TRUE,,9/3/2026,Cancelar a solicitud de la Cliente,
6f77f7a2,Pro0034,17.00%,0.00%,Eje0005,Cancelado,18/12/2025,31/1/2026,31/1/2027,7068974,Cli0012,rut0013,rut0013,UF,PAC,12,,,TRUE,FALSE,TRUE,,27/2/2026,Cancelada por cambio a pol 8147129,
b49a85dc,Pro0032,17.00%,0.00%,Eje0001,Anulado,18/12/2025,31/1/2026,31/1/2027,QP1203672,Cli0101,rut0145,rut0145,UF,Directa,1,,,TRUE,FALSE,FALSE,,,Reemplazada por pol QP1208737,
4b5a6e9e,Pro0032,17.00%,0.00%,Eje0001,Anulado,18/12/2026,31/1/2026,31/1/2027,QP1203723,Cli0101,rut0143,rut0143,UF,Directa,1,,,TRUE,FALSE,FALSE,,,Reemplazada por pol QP1208733,
091af608,Pro0032,17.00%,0.00%,Eje0001,Anulado,18/12/2025,31/1/2026,31/1/2027,QP1203731,Cli0064,rut0089,rut0089,UF,Directa,12,,,TRUE,FALSE,FALSE,,,Reemplazada por pol QP1208745,
3e4ce098,Pro0032,17.00%,0.00%,Eje0001,Anulado,18/12/2025,31/1/2026,31/1/2027,QP1204065,Cli0064,rut0091,rut0091,UF,Directa,12,,,TRUE,FALSE,FALSE,,,Reemplazada por Pol QP1208750,
8ae86143,Pro0015,15.00%,0.00%,Eje0006,Anulado,9/12/2025,27/1/2026,27/1/2027,25108551,Cli0110,rut0158,rut0158,UF,PAT,12,,,TRUE,FALSE,TRUE,,,Anulada por Pérdida total. Motor fundió durante la vigencia de la pol anterior,
e98353a7,Pro0032,17.00%,0.00%,Eje0001,Ok,13/1/2026,19/1/2026,19/1/2027,QP1208490,Cli0083,rut0120,rut0120,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
71b3d440,Pro0032,17.00%,0.00%,Eje0001,Ok,14/1/2026,31/1/2026,31/1/2027,QP1208728,Cli0093,rut0128,rut0128,UF,PAT,12,,,TRUE,TRUE,FALSE,,,Reemplaza Pol QP1204063,
5613b4e6,Pro0032,17.00%,0.00%,Eje0001,Ok,14/1/2026,31/1/2026,31/1/2027,QP1208733,Cli0101,rut0143,,UF,Directa,1,,,TRUE,TRUE,TRUE,,,,
063e1f41,Pro0032,17.00%,0.00%,Eje0001,Ok,14/1/2026,31/1/2026,31/1/2027,QP1208737,Cli0101,rut0145,,UF,Directa,1,,,TRUE,TRUE,TRUE,,,,
3fb6a15b,Pro0032,17.00%,0.00%,Eje0001,Ok,14/1/2026,31/1/2026,31/1/2027,QP1208745,Cli0064,rut0089,rut0091,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
1dd16a71,Pro0032,17.00%,0.00%,Eje0001,Ok,14/1/2026,31/1/2026,31/1/2027,QP1208750,Cli0064,rut0091,rut0091,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
8cff200d,Pro0034,17.00%,0.00%,Eje0012,Ok,14/1/2026,30/1/2026,30/1/2027,7058500,Cli0111,rut0159,rut0159,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
c7673ca8,Pro0032,15.00%,0.00%,Eje0001,Ok,19/1/2026,31/1/2026,31/1/2027,QP1209126,Cli0003,rut0003,rut0003,UF,Directa,12,,,TRUE,TRUE,TRUE,,,,
527880c6,Pro0032,17.00%,0.00%,Eje0001,Ok,20/1/2026,4/2/2026,4/2/2027,QP1209293,Cli0046,rut0064,rut0064,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
61beadd7,Pro0110,14.00%,0.00%,Eje0001,Ok,21/1/2026,21/1/2026,21/1/2027,QP1209407,Cli0103,rut0149,rut0149,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
861954f5,Pro0005,10.00%,0.00%,Eje0001,Ok,23/1/2026,22/1/2026,22/1/2027,OP218368,Cli0068,rut0096,rut0096,UF,Directa,12,,,TRUE,TRUE,TRUE,,,,
538f9acf,b023eff5,10.51%,0.00%,,Ok,28/1/2026,28/1/2026,28/1/2027,827836,Cli0064,590d718b,590d718b,UF,Directa,1,,,TRUE,TRUE,FALSE,,,,
9577cc21,Pro0032,17.00%,0.00%,Eje0001,Ok,26/1/2026,26/1/2026,26/1/2027,QP1209977,b372eafb,93df6c68,93df6c68,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
1cdb8e22,Pro0068,16.00%,0.00%,Eje0002,Ok,29/1/2026,8/2/2026,8/2/2027,500014526,Cli0068,rut0096,rut0096,UF,Directa,8,,,TRUE,TRUE,TRUE,,,,
126fc801,Pro0082,14.00%,0.00%,Eje0001,Ok,29/1/2026,29/1/2026,29/1/2027,QP1210303,Cli0015,rut0017,rut0017,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
8544d8f1,2b2307fb,15.00%,0.00%,Eje0010,Ok,12/2/2026,12/2/2026,12/2/2027,597553,Cli0112,rut0183,rut0183,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
218baf40,e4d0ec2f,13.45%,13.45%,Eje0010,Ok,12/1/2026,23/2/2026,23/2/2027,20634470,Cli0075,rut0110,rut0110,UF,Directa,10,,,TRUE,TRUE,TRUE,,,,
0f97710e,Pro0032,17.00%,0.00%,Eje0001,Ok,30/1/2026,31/1/2026,31/1/2027,QP1210435,Cli0102,rut0146,rut0146,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
69567346,4fdf4801,10.50%,0.00%,Eje0010,Ok,6/2/2026,4/2/2026,4/2/2027,830651,Cli0119,rut0180,rut0180,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
64003e8e,Pro0099,17.00%,0.00%,5d69d156,Ok,7/2/2026,10/2/2026,10/2/2027,QP1210929,Cli0110,rut0158,rut0158,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
aa4f1291,Pro0032,15.00%,0.00%,5d69d156,Ok,7/2/2026,7/2/2026,7/2/2027,QP1210934,d1a0804c,ab770ebe,ab770ebe,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
7dfe8fed,d8298774,10.00%,0.00%,5c3c14d2,Ok,5/8/2024,25/9/2024,25/9/2025,2651414-2,Cli0102,rut0146,ffd0ab77,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
f58c5d97,d8298774,10.00%,0.00%,5c3c14d2,Ok,5/8/2025,25/9/2025,25/9/2026,2651414-3,Cli0102,rut0146,ffd0ab77,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
15323d8a,Pro0083,14.00%,0.00%,Eje0006,Ok,4/3/2026,4/3/2026,4/3/2027,26535152,Cli0098,rut0134,rut0134,UF,PAT,11,,,TRUE,TRUE,FALSE,,,,
778607fc,Pro0032,17.00%,0.00%,5d69d156,Ok,24/2/2026,24/2/2026,24/2/2027,QP1213748,Cli0113,rut0167,rut0167,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
be6242a8,Pro0034,17.00%,0.00%,Eje0012,Ok,23/2/2026,23/2/2026,23/2/2027,8136407,3ae0be3d,ca6d987a,ca6d987a,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
bcdf49b7,130941a4,17.00%,0.00%,Eje0011,Ok,9/3/2026,9/3/2026,9/3/2027,2600377,Cli0012,rut0013,rut0013,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
5d947ab4,Pro0034,17.00%,0.00%,Eje0012,Ok,27/2/2026,27/2/2026,27/2/2027,8147129,Cli0012,rut0013,rut0013,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
1dbea262,Pro0032,17.00%,0.00%,5d69d156,Ok,28/2/2026,28/2/2026,28/2/2027,QP1214045,Cli0036,rut0047,rut0047,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
0aa0b1eb,Pro0032,17.00%,0.00%,5d69d156,Ok,26/2/2026,26/2/2026,26/2/2027,QP1213968,Cli0036,rut0047,rut0047,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
fdb68a3f,Pro0032,17.00%,0.00%,5d69d156,Ok,26/2/2026,26/2/2026,26/2/2027,QP1213941,Cli0132,rut0198,rut0198,UF,Directa,1,,,TRUE,TRUE,TRUE,,,Sol 18839652: Doble cobro de pol completa.,
990b9461,Pro0032,17.00%,0.00%,5d69d156,Anulado,22/1/2026,26/2/2026,26/2/2027,QP1209527,Cli0132,rut0198,rut0198,UF,Directa,1,,,TRUE,FALSE,TRUE,,,Reemplazada por pol QP1213941,
ee385778,Pro0015,15.00%,0.00%,829fad5e,Ok,9/2/2026,5/3/2026,5/3/2027,26010122,Cli0022,rut0027,rut0027,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
e8c76d47,Pro0038,23.00%,23.00%,Eje0011,Ok,19/2/2026,5/3/2026,5/3/2027,2602990-2,Cli0106,rut0152,rut0152,UF,PAC,11,,,TRUE,TRUE,TRUE,,,,
35ed3d04,Pro0043,15.00%,15.00%,Eje0003,Ok,27/2/2026,8/3/2026,8/3/2027,1609918,Cli0111,rut0159,rut0159,UF,PAT,10,,,TRUE,TRUE,TRUE,,,,
9db2cab3,Pro0043,18.00%,18.00%,Eje0003,Ok,27/2/2026,9/3/2026,9/3/2027,1609917,Cli0111,rut0166,rut0166,UF,PAC,11,,,TRUE,TRUE,TRUE,,,,
91b4c220,Pro0032,17.00%,0.00%,5d69d156,Ok,19/2/2026,7/3/2026,7/3/2027,QP1213278,Cli0093,rut0128,rut0128,UF,Directa,12,,,TRUE,TRUE,TRUE,,,,
b286b262,Pro0004,15.00%,15.00%,,Ok,19/2/2026,19/3/2026,19/3/2027,7658873,Cli0103,rut0149,rut0149,UF,Directa,6,,,TRUE,TRUE,TRUE,,,,
cb753825,Pro0078,15.00%,0.00%,Eje0001,Anulado,10/3/2026,7/3/2026,7/3/2027,OP219572,Cli0057,rut0080,rut0080,UF,Directa,12,,,TRUE,FALSE,TRUE,,,Anulada por cambio a pol QP1214327,
4f382fb9,Pro0070,15.00%,0.00%,Eje0007,Ok,2/3/2026,19/3/2026,19/3/2027,101360,Cli0103,rut0149,rut0149,UF,PAT,6,,,TRUE,TRUE,TRUE,,,,
842e948f,Pro0069,18.00%,0.00%,Eje0003,Ok,19/2/2026,27/3/2026,27/3/2027,3075375,Cli0040,rut0056,rut0056,UF,Directa,10,,,TRUE,TRUE,TRUE,,,,
0d2ce436,Pro0015,15.00%,0.00%,Eje0006,Ok,9/2/2026,20/3/2026,20/3/2027,26009876,Cli0030,rut0039,rut0039,UF,PAT,12,,,TRUE,TRUE,TRUE,,,,
c918e9be,Pro0099,17.00%,0.00%,5d69d156,Ok,2/3/2026,6/3/2026,6/3/2027,QP1214110,Cli0101,rut0144,rut0144,UF,PAT,1,,,TRUE,TRUE,TRUE,,,,
87142d52,Pro0032,17.00%,0.00%,5d69d156,Anulado,19/2/2026,6/3/2026,6/3/2027,QP1213205,Cli0101,rut0144,,UF,Directa,1,,,TRUE,FALSE,FALSE,,,Anular por cambio a pol QP1214110,
b233aeee,Pro0032,17.00%,0.00%,Eje0001,Anulado,19/2/2026,4/3/2026,4/3/2027,QP1213214,Cli0033,rut0043,rut0043,UF,PAT,1,,,TRUE,FALSE,TRUE,,,Anular por cambio a pol QP1214266,
28cbe33a,Pro0099,17.00%,0.00%,5d69d156,Ok,4/3/2026,4/3/2026,4/3/2027,QP1214266,Cli0033,rut0043,rut0043,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
ae359c90,Pro0032,17.00%,0.00%,5d69d156,Ok,5/3/2026,7/3/2026,7/3/2027,QP1214327,Cli0057,rut0080,rut0080,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
76315657,4fdf4801,10.50%,0.00%,Eje0010,Anulado,9/3/2026,9/3/2026,9/3/2027,Nula,Cli0121,rut0185,rut0185,UF,PAT,12,,,FALSE,FALSE,FALSE,,,Propuesta,
76c6f684,Pro0051,10.00%,0.00%,Eje0010,Anulado,6/3/2026,6/3/2026,6/3/2027,Pendiente,Cli0121,rut0185,rut0185,UF,PAT,12,,,FALSE,FALSE,FALSE,,,Solo se acepta pago al contado y cargo a tarjeta de credito. El cliente no tiene tarjeta de credito,
663a6900,65ea03fc,12.00%,0.00%,5d69d156,Ok,16/3/2026,16/3/2026,16/3/2027,OP222030,Cli0032,rut0041,rut0041,UF,Directa,11,,,TRUE,TRUE,FALSE,,,,
7a699e07,b023eff5,10.50%,0.00%,Eje0010,Ok,12/3/2026,12/3/2026,12/3/2027,836260,188bf0ee,1d711659,1d711659,UF,Directa,3,,,TRUE,TRUE,FALSE,,,,
711fb40c,Pro0032,17.00%,0.00%,5d69d156,Ok,16/3/2026,16/3/2026,16/3/2027,QP1216132,674f9f0f,2644dba2,2644dba2,UF,PAT,12,,,TRUE,TRUE,FALSE,,,,
c22287da,Pro0063,10.50%,0.00%,Eje0010,Ok,12/3/2026,27/3/2026,27/3/2027,836277,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,TRUE,,,,
5c8b178e,Pro0063,10.50%,0.00%,Eje0010,Ok,12/3/2026,27/3/2026,27/3/2027,836276,Cli0040,rut0057,rut0057,UF,Directa,10,,,TRUE,TRUE,TRUE,,,,
f165efdc,Pro0032,17.00%,0.00%,Eje0001,Ok,25/3/2026,25/3/2026,25/3/2027,QP1217590,85805ffa,9bd1ff83,9bd1ff83,UF,Directa,12,,,TRUE,TRUE,FALSE,,,,
c72c35ed,e7334ec9,0.00%,10.00%,829fad5e,Ok,24/3/2026,1/4/2026,1/4/2027,26023844,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
8126f25b,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023843,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
1dd80b27,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023842,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
3a9386ac,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023841,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
945b4595,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023840,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
bc371268,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26024203,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
48aab7e9,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023839,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
0e446ef9,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023838,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
1f873d71,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023836,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
ce951e52,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023835,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
55591332,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023834,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
6a4273e8,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023845,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
e6dd779d,ee15c670,16.19%,16.19%,Eje0011,Ok,26/3/2026,26/3/2026,26/3/2027,144063820,49e131c3,464df1c0,464df1c0,UF,PAT,10,,,TRUE,TRUE,FALSE,,,,
c6244feb,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26024721,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
e25f4ff6,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26024204,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
73707a89,e7334ec9,0.00%,10.00%,829fad5e,Ok,26/3/2026,1/4/2026,1/4/2027,26023846,Cli0068,rut0096,rut0096,CLP,Directa,1,,,TRUE,TRUE,FALSE,,,,
